action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,archiveorg,cochwy-City_Council_Meeting_06-27-22,2022-06-28,City Council Meeting 06-27-22,"City Council Meeting 06-27-22 — City of Cheyenne, Wyoming — June 28, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_06-27-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_06-27-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_06-27-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-06-27. Verify before uploading.
upload,archiveorg,cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-07-06,7-1-22 KLWY-FOX 27 Mayor Collins Interview,"7-1-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — July 6, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-7-1-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-Finance_Committee_07-05-22,2022-07-06,Finance Committee 07-05-22,"Finance Committee 07-05-22 — City of Cheyenne, Wyoming — July 6, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_07-05-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_07-05-22.mp4,https://archive.org/details/cochwy-Finance_Committee_07-05-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_07-06-22,2022-07-06,Public Services Committee 07-06-22,"Public Services Committee 07-06-22 — City of Cheyenne, Wyoming — July 6, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_07-06-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_07-06-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_07-06-22,,,
upload,archiveorg,cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day,2022-07-07,"City of Cheyenne Declares July 13th WyoGives Day — July 7, 2022","City of Cheyenne Declares July 13th WyoGives Day — City of Cheyenne, Wyoming — July 7, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day.mp4,https://archive.org/details/cochwy-City_of_Cheyenne_Declares_July_13th_WyoGives_Day,,,
upload,archiveorg,cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22,2022-07-09,Work Session - 6th Penny DDA District Projects 7-8-22,"Work Session - 6th Penny DDA District Projects 7-8-22 — City of Cheyenne, Wyoming — July 9, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22.mp4,https://archive.org/details/cochwy-Work_Session_-_6th_Penny_DDA_District_Projects_7-8-22,,,
upload,archiveorg,cochwy-7-7-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-07-11,7-7-22 KLWY-FOX 27 Mayor Collins Interview,"7-7-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — July 11, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-7-7-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-7-7-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-7-7-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,granicus,857,2022-07-11,"Cheyenne City Council Meeting — July 11, 2022","City Council Meeting — City of Cheyenne, Wyoming — July 11, 2022.
Duration (Granicus): 00h 48m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/857?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=857
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=857

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip857_2022-07-11_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/857?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=857,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=857,
upload,archiveorg,cochwy-City_Council_Meeting_7-11-22,2022-07-12,City Council Meeting 7-11-22,"City Council Meeting 7-11-22 — City of Cheyenne, Wyoming — July 12, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_7-11-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_7-11-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_7-11-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-07-11. Verify before uploading.
upload,archiveorg,cochwy-7-15-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-07-18,7-15-22 KLWY-FOX 27 Mayor Collins Interview,"7-15-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — July 18, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-7-15-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-7-15-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-7-15-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-Finance_Committee_Meeting_07-18-22,2022-07-18,Finance Committee Meeting 07-18-22,"Finance Committee Meeting 07-18-22 — City of Cheyenne, Wyoming — July 18, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_Meeting_07-18-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_Meeting_07-18-22.mp4,https://archive.org/details/cochwy-Finance_Committee_Meeting_07-18-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_Meeting_07-19-22,2022-07-19,Public Services Committee Meeting 07-19-22,"Public Services Committee Meeting 07-19-22 — City of Cheyenne, Wyoming — July 19, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_Meeting_07-19-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_Meeting_07-19-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_Meeting_07-19-22,,,
upload,archiveorg,cochwy-Maury_Brown_Fishing_Day_2022,2022-07-20,"Maury Brown Fishing Day 2022 — July 20, 2022","Maury Brown Fishing Day 2022 — City of Cheyenne, Wyoming — July 20, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Maury_Brown_Fishing_Day_2022).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-Maury_Brown_Fishing_Day_2022.mp4,https://archive.org/details/cochwy-Maury_Brown_Fishing_Day_2022,,,
upload,granicus,859,2022-07-25,"Cheyenne City Council Meeting — July 25, 2022","City Council Meeting — City of Cheyenne, Wyoming — July 25, 2022.
Duration (Granicus): 00h 34m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/859?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=859
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=859

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip859_2022-07-25_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/859?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=859,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=859,
upload,archiveorg,cochwy-City_Council_Meeting_7-25-22,2022-07-26,City Council Meeting 7-25-22,"City Council Meeting 7-25-22 — City of Cheyenne, Wyoming — July 26, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_7-25-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_7-25-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_7-25-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-07-25. Verify before uploading.
upload,archiveorg,cochwy-Finance_Committee_Meeting_08-01-22,2022-08-02,Finance Committee Meeting 08-01-22,"Finance Committee Meeting 08-01-22 — City of Cheyenne, Wyoming — August 2, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_Meeting_08-01-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_Meeting_08-01-22.mp4,https://archive.org/details/cochwy-Finance_Committee_Meeting_08-01-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_Meeting_08-02-22,2022-08-02,Public Services Committee Meeting 08-02-22,"Public Services Committee Meeting 08-02-22 — City of Cheyenne, Wyoming — August 2, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_Meeting_08-02-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_Meeting_08-02-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_Meeting_08-02-22,,,
upload,granicus,861,2022-08-08,"Cheyenne City Council Meeting — August 8, 2022","City Council Meeting — City of Cheyenne, Wyoming — August 8, 2022.
Duration (Granicus): 01h 01m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/861?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=861
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=861

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip861_2022-08-08_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/861?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=861,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=861,
upload,archiveorg,cochwy-City_Council_Meeting_8-8-22,2022-08-09,City Council Meeting 8-8-22,"City Council Meeting 8-8-22 — City of Cheyenne, Wyoming — August 9, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_8-8-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_8-8-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_8-8-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-08-08. Verify before uploading.
upload,archiveorg,cochwy-8-15-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-08-15,8-15-22 KLWY-FOX 27 Mayor Collins Interview,"8-15-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — August 15, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-8-15-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-8-15-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-8-15-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-Finance_Committee_Meeting_08-15-22,2022-08-17,Finance Committee Meeting 08-15-22,"Finance Committee Meeting 08-15-22 — City of Cheyenne, Wyoming — August 17, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_Meeting_08-15-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_Meeting_08-15-22.mp4,https://archive.org/details/cochwy-Finance_Committee_Meeting_08-15-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_Meeting_08-15-22,2022-08-17,Public Services Committee Meeting 08-15-22,"Public Services Committee Meeting 08-15-22 — City of Cheyenne, Wyoming — August 17, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_Meeting_08-15-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_Meeting_08-15-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_Meeting_08-15-22,,,
upload,granicus,863,2022-08-22,"Cheyenne City Council Meeting — August 22, 2022","City Council Meeting — City of Cheyenne, Wyoming — August 22, 2022.
Duration (Granicus): 00h 51m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/863?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=863
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=863

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip863_2022-08-22_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/863?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=863,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=863,
upload,archiveorg,cochwy-City_Council_Meeting_8-22-22,2022-08-23,City Council Meeting 8-22-22,"City Council Meeting 8-22-22 — City of Cheyenne, Wyoming — August 23, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_8-22-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_8-22-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_8-22-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-08-22. Verify before uploading.
upload,archiveorg,cochwy-8-19-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-08-24,8-19-22 KLWY-FOX 27 Mayor Collins Interview,"8-19-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — August 24, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-8-19-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-8-19-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-8-19-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-WS_08_29_22,2022-08-30,"WS 08 29 22 — August 30, 2022","WS 08 29 22 — City of Cheyenne, Wyoming — August 30, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-WS_08_29_22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-WS_08_29_22.mp4,https://archive.org/details/cochwy-WS_08_29_22,,,
upload,archiveorg,cochwy-9-2-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-09-06,9-2-22 KLWY-FOX 27 Mayor Collins Interview,"9-2-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — September 6, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-9-2-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-9-2-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-9-2-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-Finance_Committee_Meeting_09-06-22,2022-09-08,Finance Committee Meeting 09-06-22,"Finance Committee Meeting 09-06-22 — City of Cheyenne, Wyoming — September 8, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_Meeting_09-06-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_Meeting_09-06-22.mp4,https://archive.org/details/cochwy-Finance_Committee_Meeting_09-06-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_09-07-22,2022-09-08,Public Services Committee 09-07-22,"Public Services Committee 09-07-22 — City of Cheyenne, Wyoming — September 8, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_09-07-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_09-07-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_09-07-22,,,
upload,granicus,865,2022-09-12,"Cheyenne City Council Meeting — September 12, 2022","City Council Meeting — City of Cheyenne, Wyoming — September 12, 2022.
Duration (Granicus): 01h 13m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/865?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=865
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=865

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip865_2022-09-12_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/865?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=865,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=865,
upload,archiveorg,cochwy-City_Council_Meeting_9-12-22,2022-09-13,City Council Meeting 9-12-22,"City Council Meeting 9-12-22 — City of Cheyenne, Wyoming — September 13, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_9-12-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_9-12-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_9-12-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-09-12. Verify before uploading.
upload,archiveorg,cochwy-9-16-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-09-20,9-16-22 KLWY-FOX 27 Mayor Collins Interview,"9-16-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — September 20, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-9-16-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-9-16-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-9-16-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,archiveorg,cochwy-Finance_Committee_Meeting_9-19-22,2022-09-21,Finance Committee Meeting 9-19-22,"Finance Committee Meeting 9-19-22 — City of Cheyenne, Wyoming — September 21, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_Meeting_9-19-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_Meeting_9-19-22.mp4,https://archive.org/details/cochwy-Finance_Committee_Meeting_9-19-22,,,
upload,archiveorg,cochwy-Public_Services_Committee_Meeting_09-20-22,2022-09-21,Public Services Committee Meeting 09-20-22,"Public Services Committee Meeting 09-20-22 — City of Cheyenne, Wyoming — September 21, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_Meeting_09-20-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_Meeting_09-20-22.mp4,https://archive.org/details/cochwy-Public_Services_Committee_Meeting_09-20-22,,,
upload,archiveorg,cochwy-9-23-22_KLWY-FOX_27_Mayor_Collins_Interview,2022-09-26,9-23-22 KLWY-FOX 27 Mayor Collins Interview,"9-23-22 KLWY-FOX 27 Mayor Collins Interview — City of Cheyenne, Wyoming — September 26, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-9-23-22_KLWY-FOX_27_Mayor_Collins_Interview).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, city hall, PSA",City Hall Extras & PSAs,videos/archiveorg/ia_cochwy-9-23-22_KLWY-FOX_27_Mayor_Collins_Interview.mp4,https://archive.org/details/cochwy-9-23-22_KLWY-FOX_27_Mayor_Collins_Interview,,,
upload,granicus,867,2022-09-26,"Cheyenne City Council Meeting — September 26, 2022","City Council Meeting — City of Cheyenne, Wyoming — September 26, 2022.
Duration (Granicus): 03h 00m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/867?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=867
Minutes: https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=867

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip867_2022-09-26_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/867?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=867,https://cheyenne.granicus.com/MinutesViewer.php?view_id=2&clip_id=867,
upload,archiveorg,cochwy-City_Council_Meeting_9-26-22,2022-09-27,City Council Meeting 9-26-22,"City Council Meeting 9-26-22 — City of Cheyenne, Wyoming — September 27, 2022.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_9-26-22).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_9-26-22.mp4,https://archive.org/details/cochwy-City_Council_Meeting_9-26-22,,,Possible duplicate: Granicus has council video(s) within days: 2022-09-26. Verify before uploading.
