action,source,source_id,date_iso,youtube_title,description,tags,playlist,expected_file,source_url,agenda_url,minutes_url,note
upload,archiveorg,cochwy-Work_Session_-_12-13-24_-_Municipal_Building_Spatial_Analysis,2024-12-14,Work Session - 12-13-24 - Municipal Building Spatial Analysis,"Work Session - 12-13-24 - Municipal Building Spatial Analysis — City of Cheyenne, Wyoming — December 14, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_-_12-13-24_-_Municipal_Building_Spatial_Analysis).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_-_12-13-24_-_Municipal_Building_Spatial_Analysis.mp4,https://archive.org/details/cochwy-Work_Session_-_12-13-24_-_Municipal_Building_Spatial_Analysis,,,
upload,archiveorg,cochwy-Finance_Committee_12-16-24,2024-12-16,Finance Committee 12-16-24,"Finance Committee 12-16-24 — City of Cheyenne, Wyoming — December 16, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_12-16-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_12-16-24.mp4,https://archive.org/details/cochwy-Finance_Committee_12-16-24,,,
upload,archiveorg,cochwy-Public_Services_Committee_12-17-24,2024-12-18,Public Services Committee 12-17-24,"Public Services Committee 12-17-24 — City of Cheyenne, Wyoming — December 18, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_12-17-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_12-17-24.mp4,https://archive.org/details/cochwy-Public_Services_Committee_12-17-24,,,
upload,granicus,989,2024-12-23,"Cheyenne City Council Meeting — December 23, 2024","City Council Meeting — City of Cheyenne, Wyoming — December 23, 2024.
Duration (Granicus): 01h 08m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/989?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=989

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip989_2024-12-23_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/989?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=989,,
upload,archiveorg,cochwy-City_Council_12-23-24,2024-12-24,City Council 12-23-24,"City Council 12-23-24 — City of Cheyenne, Wyoming — December 24, 2024.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_12-23-24).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_12-23-24.mp4,https://archive.org/details/cochwy-City_Council_12-23-24,,,Possible duplicate: Granicus has council video(s) within days: 2024-12-23. Verify before uploading.
upload,granicus,991,2025-01-06,"Cheyenne City Council Meeting — January 6, 2025","First Regular Meeting — City of Cheyenne, Wyoming — January 6, 2025.
Duration (Granicus): 00h 19m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/991?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=991

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip991_2025-01-06_First_Regular_Meeting.mp4,https://cheyenne.granicus.com/player/clip/991?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=991,,
upload,granicus,993,2025-01-06,"Cheyenne City Council Meeting — January 6, 2025","Sine Die — City of Cheyenne, Wyoming — January 6, 2025.
Duration (Granicus): 00h 33m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/993?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=993

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip993_2025-01-06_Sine_Die.mp4,https://cheyenne.granicus.com/player/clip/993?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=993,,
upload,archiveorg,cochwy-Finance_Committee_01-07-25,2025-01-07,Finance Committee 01-07-25,"Finance Committee 01-07-25 — City of Cheyenne, Wyoming — January 7, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_01-07-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_01-07-25.mp4,https://archive.org/details/cochwy-Finance_Committee_01-07-25,,,
upload,archiveorg,cochwy-Public_Services_Committee_01-06-25,2025-01-07,Public Services Committee 01-06-25,"Public Services Committee 01-06-25 — City of Cheyenne, Wyoming — January 7, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_01-06-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_01-06-25.mp4,https://archive.org/details/cochwy-Public_Services_Committee_01-06-25,,,
upload,archiveorg,cochwy-Sine_Die_First_Regular_Meeting_-_01-06-25,2025-01-07,Sine Die & First Regular Meeting - 01-06-25,"Sine Die & First Regular Meeting - 01-06-25 — City of Cheyenne, Wyoming — January 7, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Sine_Die_First_Regular_Meeting_-_01-06-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-Sine_Die_First_Regular_Meeting_-_01-06-25.mp4,https://archive.org/details/cochwy-Sine_Die_First_Regular_Meeting_-_01-06-25,,,Possible duplicate: Granicus has council video(s) within days: 2025-01-06. Verify before uploading.
upload,archiveorg,cochwy-Work_Session_-_01-10-25_-_FY_Audit_2024,2025-01-11,Work Session - 01-10-25 - FY Audit 2024,"Work Session - 01-10-25 - FY Audit 2024 — City of Cheyenne, Wyoming — January 11, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_-_01-10-25_-_FY_Audit_2024).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_-_01-10-25_-_FY_Audit_2024.mp4,https://archive.org/details/cochwy-Work_Session_-_01-10-25_-_FY_Audit_2024,,,
upload,granicus,996,2025-01-13,"Cheyenne City Council Meeting — January 13, 2025","City Council Meeting — City of Cheyenne, Wyoming — January 13, 2025.
Duration (Granicus): 01h 00m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/996?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=996

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip996_2025-01-13_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/996?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=996,,
upload,archiveorg,cochwy-City_Council_01-13-25,2025-01-14,City Council 01-13-25,"City Council 01-13-25 — City of Cheyenne, Wyoming — January 14, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_01-13-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_01-13-25.mp4,https://archive.org/details/cochwy-City_Council_01-13-25,,,Possible duplicate: Granicus has council video(s) within days: 2025-01-13. Verify before uploading.
upload,archiveorg,cochwy-Work_Session_-_01-17-25_-_Sanitation_Rerouting,2025-01-18,Work Session - 01-17-25 - Sanitation Rerouting,"Work Session - 01-17-25 - Sanitation Rerouting — City of Cheyenne, Wyoming — January 18, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Work_Session_-_01-17-25_-_Sanitation_Rerouting).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, work session, public meeting",Work Sessions & Special Meetings,videos/archiveorg/ia_cochwy-Work_Session_-_01-17-25_-_Sanitation_Rerouting.mp4,https://archive.org/details/cochwy-Work_Session_-_01-17-25_-_Sanitation_Rerouting,,,
upload,archiveorg,cochwy-Finance_Committee_01-22-25,2025-01-22,Finance Committee 01-22-25,"Finance Committee 01-22-25 — City of Cheyenne, Wyoming — January 22, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Finance_Committee_01-22-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Finance Committee, public meeting",Finance Committee,videos/archiveorg/ia_cochwy-Finance_Committee_01-22-25.mp4,https://archive.org/details/cochwy-Finance_Committee_01-22-25,,,
upload,archiveorg,cochwy-Public_Services_Committee_01-21-25,2025-01-22,Public Services Committee 01-21-25,"Public Services Committee 01-21-25 — City of Cheyenne, Wyoming — January 22, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-Public_Services_Committee_01-21-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, Public Services Committee, public meeting",Public Services Committee,videos/archiveorg/ia_cochwy-Public_Services_Committee_01-21-25.mp4,https://archive.org/details/cochwy-Public_Services_Committee_01-21-25,,,
upload,granicus,998,2025-01-27,"Cheyenne City Council Meeting — January 27, 2025","City Council Meeting — City of Cheyenne, Wyoming — January 27, 2025.
Duration (Granicus): 00h 16m.

Source: City of Cheyenne Granicus archive (https://cheyenne.granicus.com/player/clip/998?view_id=2&redirect=true).
Agenda: https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=998

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, Granicus, governing body",City Council Meetings,videos/granicus/granicus_clip998_2025-01-27_City_Council_Meeting.mp4,https://cheyenne.granicus.com/player/clip/998?view_id=2&redirect=true,https://cheyenne.granicus.com/AgendaViewer.php?view_id=2&clip_id=998,,
upload,archiveorg,cochwy-City_Council_Meeting_01-27-25,2025-01-28,City Council Meeting 01-27-25,"City Council Meeting 01-27-25 — City of Cheyenne, Wyoming — January 28, 2025.

Source: Internet Archive community collection (https://archive.org/details/cochwy-City_Council_Meeting_01-27-25).
Original publisher materials courtesy of the City of Cheyenne.

This is a recording of a public meeting posted as a public record. Unofficial public archive. Not affiliated with or endorsed by the City of Cheyenne.","Cheyenne Wyoming, City Council, public meeting, governing body",City Council Meetings,videos/archiveorg/ia_cochwy-City_Council_Meeting_01-27-25.mp4,https://archive.org/details/cochwy-City_Council_Meeting_01-27-25,,,Possible duplicate: Granicus has council video(s) within days: 2025-01-27. Verify before uploading.
